parsed_date,year,month,day_of_week,hour,category
2002-03-01 09:37:03,2002,3,Friday,9,spam
2002-01-22 09:21:45,2002,1,Tuesday,9,spam
2002-06-19 11:20:21,2002,6,Wednesday,11,spam
2002-01-25 08:37:19,2002,1,Friday,8,spam
2001-12-20 13:54:04,2001,12,Thursday,13,spam
2002-04-08 06:57:00,2002,4,Monday,6,spam
2002-05-31 12:01:11,2002,5,Friday,12,spam
2002-03-04 14:56:56,2002,3,Monday,14,spam
2002-01-16 12:44:01,2002,1,Wednesday,12,spam
2002-05-03 13:26:10,2002,5,Friday,13,spam
2002-02-26 11:35:57,2002,2,Tuesday,11,spam
2002-03-28 08:50:05,2002,3,Thursday,8,spam
2002-01-10 06:42:17,2002,1,Thursday,6,spam
2002-01-16 06:45:55,2002,1,Wednesday,6,spam
2001-11-16 11:10:32,2001,11,Friday,11,spam
2002-01-03 07:49:30,2002,1,Thursday,7,spam
2002-03-08 06:22:04,2002,3,Friday,6,spam
2002-02-11 07:52:57,2002,2,Monday,7,spam
2002-03-13 14:07:24,2002,3,Wednesday,14,spam
2002-02-04 07:19:21,2002,2,Monday,7,spam
2002-03-27 14:14:05,2002,3,Wednesday,14,spam
2002-06-04 06:01:21,2002,6,Tuesday,6,spam
2002-02-04 15:29:56,2002,2,Monday,15,spam
2002-02-12 07:08:45,2002,2,Tuesday,7,spam
2002-02-21 06:53:49,2002,2,Thursday,6,spam
2002-02-28 16:50:15,2002,2,Thursday,16,spam
2002-05-10 11:55:33,2002,5,Friday,11,spam
2002-05-14 13:36:01,2002,5,Tuesday,13,spam
2002-01-04 14:46:08,2002,1,Friday,14,spam
2002-02-19 19:35:42,2002,2,Tuesday,19,spam
2002-01-14 12:10:12,2002,1,Monday,12,spam
2002-03-14 12:05:04,2002,3,Thursday,12,spam
2002-01-23 07:31:28,2002,1,Wednesday,7,spam
2002-01-30 07:35:52,2002,1,Wednesday,7,spam
2002-02-14 10:22:10,2002,2,Thursday,10,spam
2002-02-19 11:08:11,2002,2,Tuesday,11,spam
2002-06-19 13:18:13,2002,6,Wednesday,13,spam
2002-03-05 14:29:11,2002,3,Tuesday,14,spam
2002-01-14 07:35:21,2002,1,Monday,7,spam
2002-03-12 14:35:35,2002,3,Tuesday,14,spam
2002-05-30 15:12:23,2002,5,Thursday,15,spam
2002-03-13 12:46:27,2002,3,Wednesday,12,spam
2002-06-05 11:02:53,2002,6,Wednesday,11,spam
2002-06-11 12:31:39,2002,6,Tuesday,12,spam
2002-02-19 14:14:26,2002,2,Tuesday,14,spam
2002-03-21 09:10:18,2002,3,Thursday,9,spam
2002-05-03 10:23:58,2002,5,Friday,10,spam
2002-03-07 12:50:50,2002,3,Thursday,12,spam
2002-03-22 11:59:01,2002,3,Friday,11,spam
2002-03-08 05:35:12,2002,3,Friday,5,spam
2002-06-19 16:03:23,2002,6,Wednesday,16,spam
2002-02-07 14:17:45,2002,2,Thursday,14,spam
2002-04-30 14:09:11,2002,4,Tuesday,14,spam
2002-03-21 05:26:44,2002,3,Thursday,5,spam
2002-01-15 07:06:12,2002,1,Tuesday,7,spam
2002-02-14 07:41:55,2002,2,Thursday,7,spam
2002-05-29 05:17:58,2002,5,Wednesday,5,spam
2001-06-04 10:37:29,2001,6,Monday,10,spam
2001-12-13 12:33:00,2001,12,Thursday,12,spam
2002-04-25 13:52:14,2002,4,Thursday,13,spam
2002-02-28 09:38:54,2002,2,Thursday,9,spam
2002-01-11 10:18:29,2002,1,Friday,10,spam
2002-06-12 11:01:22,2002,6,Wednesday,11,spam
2002-03-04 09:40:45,2002,3,Monday,9,spam
2002-03-14 12:11:10,2002,3,Thursday,12,spam
2002-06-06 14:21:37,2002,6,Thursday,14,spam
2002-01-17 16:50:48,2002,1,Thursday,16,spam
2002-05-23 12:07:48,2002,5,Thursday,12,spam
2002-03-12 08:38:46,2002,3,Tuesday,8,spam
2001-06-01 08:47:54,2001,6,Friday,8,spam
2002-01-16 16:15:47,2002,1,Wednesday,16,spam
2002-02-28 13:46:10,2002,2,Thursday,13,spam
2002-05-21 06:11:26,2002,5,Tuesday,6,spam
2002-04-01 06:35:56,2002,4,Monday,6,spam
2002-03-28 05:49:30,2002,3,Thursday,5,spam
2002-01-07 13:10:16,2002,1,Monday,13,spam
2002-05-02 14:10:59,2002,5,Thursday,14,spam
2002-03-27 07:45:30,2002,3,Wednesday,7,spam
2002-05-20 11:38:13,2002,5,Monday,11,spam
2002-02-20 08:58:05,2002,2,Wednesday,8,spam
2002-03-08 07:26:05,2002,3,Friday,7,spam
2002-02-14 10:22:25,2002,2,Thursday,10,spam
2002-02-25 13:19:54,2002,2,Monday,13,spam
2002-02-20 08:31:05,2002,2,Wednesday,8,spam
2002-02-26 09:27:58,2002,2,Tuesday,9,spam
2002-01-17 10:51:48,2002,1,Thursday,10,spam
2002-02-19 15:50:50,2002,2,Tuesday,15,spam
2001-11-15 12:20:25,2001,11,Thursday,12,spam
2002-03-12 07:48:06,2002,3,Tuesday,7,spam
2002-02-08 08:44:58,2002,2,Friday,8,spam
2002-05-20 08:50:56,2002,5,Monday,8,spam
2002-01-23 08:08:23,2002,1,Wednesday,8,spam
2002-01-23 12:51:34,2002,1,Wednesday,12,spam
2002-05-02 07:52:04,2002,5,Thursday,7,spam
2002-05-06 14:44:12,2002,5,Monday,14,spam
2002-05-23 11:36:09,2002,5,Thursday,11,spam
2002-02-12 09:49:10,2002,2,Tuesday,9,spam
2002-04-22 08:12:48,2002,4,Monday,8,spam
2002-01-03 09:58:02,2002,1,Thursday,9,spam
2002-03-14 19:31:18,2002,3,Thursday,19,spam
2002-03-04 14:56:56,2002,3,Monday,14,spam
2002-03-27 06:13:52,2002,3,Wednesday,6,spam
2002-02-07 07:03:35,2002,2,Thursday,7,spam
2002-01-23 07:46:29,2002,1,Wednesday,7,spam
2002-03-04 10:49:00,2002,3,Monday,10,spam
2002-05-20 14:42:25,2002,5,Monday,14,spam
2002-04-10 09:17:25,2002,4,Wednesday,9,spam
2002-03-28 09:03:10,2002,3,Thursday,9,spam
2002-02-05 13:09:59,2002,2,Tuesday,13,spam
2002-05-14 13:29:52,2002,5,Tuesday,13,spam
2002-04-11 13:02:15,2002,4,Thursday,13,spam
2002-03-08 05:36:30,2002,3,Friday,5,spam
2002-03-14 12:52:33,2002,3,Thursday,12,spam
2002-01-24 13:50:17,2002,1,Thursday,13,spam
2002-01-11 06:40:22,2002,1,Friday,6,spam
2002-05-20 10:57:21,2002,5,Monday,10,spam
2002-05-14 12:35:33,2002,5,Tuesday,12,spam
2002-05-03 06:56:44,2002,5,Friday,6,spam
2002-01-30 08:24:33,2002,1,Wednesday,8,spam
2002-01-29 14:13:38,2002,1,Tuesday,14,spam
2002-03-14 14:28:11,2002,3,Thursday,14,spam
2002-02-13 21:12:14,2002,2,Wednesday,21,spam
2002-02-18 18:52:43,2002,2,Monday,18,spam
2002-02-05 14:52:30,2002,2,Tuesday,14,spam
2001-10-22 10:17:11,2001,10,Monday,10,spam
2002-02-19 12:43:22,2002,2,Tuesday,12,spam
2002-02-28 15:38:24,2002,2,Thursday,15,spam
2002-05-30 12:31:55,2002,5,Thursday,12,spam
2002-02-25 13:47:57,2002,2,Monday,13,spam
2002-06-07 12:48:57,2002,6,Friday,12,spam
2002-03-22 05:50:19,2002,3,Friday,5,spam
2002-03-07 13:20:46,2002,3,Thursday,13,spam
2002-03-29 05:54:10,2002,3,Friday,5,spam
2002-02-13 08:38:46,2002,2,Wednesday,8,spam
2002-06-06 10:38:37,2002,6,Thursday,10,spam
2002-01-10 13:07:49,2002,1,Thursday,13,spam
2002-02-14 10:19:03,2002,2,Thursday,10,spam
2002-02-26 09:10:06,2002,2,Tuesday,9,spam
2002-02-26 08:05:53,2002,2,Tuesday,8,spam
2002-02-13 21:12:14,2002,2,Wednesday,21,spam
2002-04-22 10:36:56,2002,4,Monday,10,spam
2002-05-01 12:30:27,2002,5,Wednesday,12,spam
2001-11-26 10:21:44,2001,11,Monday,10,spam
2002-05-31 12:41:26,2002,5,Friday,12,spam
2002-01-11 11:09:55,2002,1,Friday,11,spam
2001-11-15 06:28:44,2001,11,Thursday,6,spam
2002-02-08 12:26:12,2002,2,Friday,12,spam
2002-06-25 13:03:20,2002,6,Tuesday,13,spam
2002-02-14 10:23:33,2002,2,Thursday,10,spam
2002-01-16 08:58:36,2002,1,Wednesday,8,spam
2002-01-31 13:12:20,2002,1,Thursday,13,spam
2002-05-21 11:31:21,2002,5,Tuesday,11,spam
2002-04-01 06:28:40,2002,4,Monday,6,spam
2002-05-03 10:19:38,2002,5,Friday,10,spam
2002-03-08 12:40:25,2002,3,Friday,12,spam
2002-02-06 14:59:05,2002,2,Wednesday,14,spam
2002-03-12 09:02:53,2002,3,Tuesday,9,spam
2002-05-07 12:48:09,2002,5,Tuesday,12,spam
2002-01-15 12:10:14,2002,1,Tuesday,12,spam
2002-05-03 10:18:49,2002,5,Friday,10,spam
2002-03-08 07:35:33,2002,3,Friday,7,spam
2001-11-26 05:08:53,2001,11,Monday,5,spam
2002-02-04 08:56:24,2002,2,Monday,8,spam
2002-02-12 14:24:25,2002,2,Tuesday,14,spam
2002-02-06 10:01:45,2002,2,Wednesday,10,spam
2002-02-19 19:44:31,2002,2,Tuesday,19,spam
2002-05-29 11:08:46,2002,5,Wednesday,11,spam
2002-05-21 05:56:28,2002,5,Tuesday,5,spam
2002-03-27 13:18:51,2002,3,Wednesday,13,spam
2002-05-03 10:24:54,2002,5,Friday,10,spam
2002-03-06 16:38:00,2002,3,Wednesday,16,spam
2001-10-18 05:22:00,2001,10,Thursday,5,spam
2002-04-11 04:42:42,2002,4,Thursday,4,spam
2002-01-14 13:59:52,2002,1,Monday,13,spam
2002-02-25 11:53:18,2002,2,Monday,11,spam
2002-06-05 05:43:40,2002,6,Wednesday,5,spam
2002-05-30 13:54:26,2002,5,Thursday,13,spam
2002-05-13 06:47:19,2002,5,Monday,6,spam
2002-05-17 13:49:40,2002,5,Friday,13,spam
2001-11-20 14:09:56,2001,11,Tuesday,14,spam
2002-02-05 13:42:39,2002,2,Tuesday,13,spam
2002-02-22 08:31:41,2002,2,Friday,8,spam
2002-02-19 15:50:50,2002,2,Tuesday,15,spam
2002-01-23 18:10:47,2002,1,Wednesday,18,spam
2001-11-16 05:55:35,2001,11,Friday,5,spam
2002-01-15 12:04:45,2002,1,Tuesday,12,spam
2002-02-06 12:32:38,2002,2,Wednesday,12,spam
2001-06-04 08:18:43,2001,6,Monday,8,spam
2002-02-05 12:42:10,2002,2,Tuesday,12,spam
2002-02-20 07:14:54,2002,2,Wednesday,7,spam
2002-01-17 14:55:42,2002,1,Thursday,14,spam
2001-06-06 14:05:10,2001,6,Wednesday,14,spam
2002-03-12 05:21:37,2002,3,Tuesday,5,spam
2002-05-29 13:26:33,2002,5,Wednesday,13,spam
2002-01-22 10:22:15,2002,1,Tuesday,10,spam
2002-01-08 13:39:20,2002,1,Tuesday,13,spam
2002-01-07 10:55:40,2002,1,Monday,10,spam
2001-06-07 05:34:31,2001,6,Thursday,5,spam
2002-03-27 05:10:27,2002,3,Wednesday,5,spam
2002-01-16 06:57:08,2002,1,Wednesday,6,spam
2002-01-22 07:09:54,2002,1,Tuesday,7,spam
2002-04-01 07:40:07,2002,4,Monday,7,spam
2002-02-27 10:10:17,2002,2,Wednesday,10,spam
2002-01-15 15:47:49,2002,1,Tuesday,15,spam
2002-04-17 10:57:21,2002,4,Wednesday,10,spam
2001-11-21 05:08:54,2001,11,Wednesday,5,spam
2002-06-04 06:07:23,2002,6,Tuesday,6,spam
2002-03-08 06:21:53,2002,3,Friday,6,spam
2002-02-19 17:08:09,2002,2,Tuesday,17,spam
2002-05-09 11:57:13,2002,5,Thursday,11,spam
2002-04-12 04:50:15,2002,4,Friday,4,spam
2002-03-05 14:29:11,2002,3,Tuesday,14,spam
2002-05-06 12:45:37,2002,5,Monday,12,spam
2002-02-13 17:13:04,2002,2,Wednesday,17,spam
2002-03-13 06:25:33,2002,3,Wednesday,6,spam
2002-04-24 12:08:43,2002,4,Wednesday,12,spam
2001-05-23 06:20:49,2001,5,Wednesday,6,spam
2002-02-21 08:08:28,2002,2,Thursday,8,spam
2002-03-14 08:04:30,2002,3,Thursday,8,spam
2002-06-24 05:16:10,2002,6,Monday,5,spam
2002-04-29 23:05:22,2002,4,Monday,23,spam
2002-03-28 15:50:04,2002,3,Thursday,15,spam
2002-02-22 08:23:57,2002,2,Friday,8,spam
2002-02-14 15:41:20,2002,2,Thursday,15,spam
2002-05-01 08:28:52,2002,5,Wednesday,8,spam
2002-05-20 04:17:57,2002,5,Monday,4,spam
2001-10-22 09:36:37,2001,10,Monday,9,spam
2002-06-13 08:32:57,2002,6,Thursday,8,spam
2002-05-28 22:43:00,2002,5,Tuesday,22,spam
2002-02-19 13:08:15,2002,2,Tuesday,13,spam
2002-05-10 14:14:42,2002,5,Friday,14,spam
2001-05-31 22:28:23,2001,5,Thursday,22,spam
2002-06-12 13:25:58,2002,6,Wednesday,13,spam
2002-02-05 07:15:47,2002,2,Tuesday,7,spam
2002-02-12 08:19:22,2002,2,Tuesday,8,spam
2002-01-21 09:00:43,2002,1,Monday,9,spam
2002-03-06 10:05:46,2002,3,Wednesday,10,spam
2002-02-06 11:53:05,2002,2,Wednesday,11,spam
2002-01-15 12:17:18,2002,1,Tuesday,12,spam
2002-05-01 13:01:40,2002,5,Wednesday,13,spam
2002-05-30 14:55:47,2002,5,Thursday,14,spam
2001-12-17 06:36:21,2001,12,Monday,6,spam
2002-04-25 14:18:48,2002,4,Thursday,14,spam
2002-04-23 11:05:06,2002,4,Tuesday,11,spam
2002-01-11 15:55:29,2002,1,Friday,15,spam
2002-03-08 10:05:51,2002,3,Friday,10,spam
2002-03-14 11:18:55,2002,3,Thursday,11,spam
2002-05-21 11:45:18,2002,5,Tuesday,11,spam
2002-04-17 12:48:51,2002,4,Wednesday,12,spam
2002-02-06 12:38:03,2002,2,Wednesday,12,spam
2002-05-01 16:54:58,2002,5,Wednesday,16,spam
2002-02-19 11:05:55,2002,2,Tuesday,11,spam
2002-03-01 09:07:05,2002,3,Friday,9,spam
2002-06-14 08:03:56,2002,6,Friday,8,spam
2002-02-25 06:52:34,2002,2,Monday,6,spam
2002-02-19 13:14:03,2002,2,Tuesday,13,spam
2002-03-08 07:37:45,2002,3,Friday,7,spam
2002-05-23 12:52:47,2002,5,Thursday,12,spam
2002-01-18 13:30:20,2002,1,Friday,13,spam
2001-06-07 07:17:37,2001,6,Thursday,7,spam
2002-02-28 08:32:58,2002,2,Thursday,8,spam
2002-04-09 05:46:43,2002,4,Tuesday,5,spam
2002-01-29 14:44:56,2002,1,Tuesday,14,spam
2002-02-19 10:53:37,2002,2,Tuesday,10,spam
2002-02-14 06:23:22,2002,2,Thursday,6,spam
2002-01-22 13:20:39,2002,1,Tuesday,13,spam
2002-01-10 11:35:59,2002,1,Thursday,11,spam
2002-01-29 13:58:13,2002,1,Tuesday,13,spam
2002-04-23 12:35:16,2002,4,Tuesday,12,spam
2001-05-22 10:53:56,2001,5,Tuesday,10,spam
2002-02-19 19:40:13,2002,2,Tuesday,19,spam
2002-05-30 08:29:01,2002,5,Thursday,8,spam
2002-03-12 06:49:34,2002,3,Tuesday,6,spam
2002-02-27 09:18:47,2002,2,Wednesday,9,spam
2001-06-01 13:37:36,2001,6,Friday,13,spam
2001-05-21 08:55:42,2001,5,Monday,8,spam
2002-01-08 12:06:51,2002,1,Tuesday,12,spam
2002-04-18 13:25:09,2002,4,Thursday,13,spam
2002-06-04 14:09:54,2002,6,Tuesday,14,spam
2002-02-14 09:58:02,2002,2,Thursday,9,spam
2002-06-03 10:55:19,2002,6,Monday,10,spam
2001-11-26 06:40:30,2001,11,Monday,6,spam
2002-04-10 13:51:24,2002,4,Wednesday,13,spam
2002-04-15 06:05:40,2002,4,Monday,6,spam
2002-03-27 03:49:38,2002,3,Wednesday,3,spam
2002-01-16 13:34:52,2002,1,Wednesday,13,spam
2002-04-18 13:25:53,2002,4,Thursday,13,spam
2002-04-29 13:21:47,2002,4,Monday,13,spam
2000-12-14 03:27:00,2000,12,Thursday,3,work
2001-02-13 07:04:00,2001,2,Tuesday,7,work
2000-12-13 13:55:00,2000,12,Wednesday,13,work
2001-02-13 04:39:00,2001,2,Tuesday,4,work
2000-11-10 02:15:00,2000,11,Friday,2,work
2000-11-07 05:53:00,2000,11,Tuesday,5,personal
2001-04-27 06:15:00,2001,4,Friday,6,work
2000-12-13 08:22:00,2000,12,Wednesday,8,work
2001-05-14 06:06:00,2001,5,Monday,6,personal
2001-04-24 09:11:00,2001,4,Tuesday,9,work
2000-12-13 23:12:00,2000,12,Wednesday,23,work
2000-11-08 02:33:00,2000,11,Wednesday,2,work
2000-12-12 05:56:00,2000,12,Tuesday,5,work
2001-01-17 01:46:00,2001,1,Wednesday,1,work
2000-12-18 01:51:00,2000,12,Monday,1,personal
2000-11-08 06:13:00,2000,11,Wednesday,6,work
2001-03-14 05:11:00,2001,3,Wednesday,5,work
2001-01-08 04:21:00,2001,1,Monday,4,work
2001-01-11 01:46:00,2001,1,Thursday,1,work
2001-04-24 08:31:00,2001,4,Tuesday,8,work
2001-05-02 03:24:00,2001,5,Wednesday,3,work
2000-11-14 07:14:00,2000,11,Tuesday,7,work
2001-04-27 06:42:00,2001,4,Friday,6,work
2000-11-27 07:07:00,2000,11,Monday,7,personal
2000-11-14 07:25:00,2000,11,Tuesday,7,work
2000-12-13 10:39:00,2000,12,Wednesday,10,work
2001-04-24 03:07:00,2001,4,Tuesday,3,work
2001-04-20 01:19:00,2001,4,Friday,1,work
2001-05-10 02:36:00,2001,5,Thursday,2,work
2000-10-24 03:33:00,2000,10,Tuesday,3,personal
2001-05-07 15:20:00,2001,5,Monday,15,work
2000-12-18 04:50:00,2000,12,Monday,4,personal
2001-03-27 07:52:00,2001,3,Tuesday,7,work
2001-02-13 03:06:00,2001,2,Tuesday,3,work
2000-12-12 03:34:00,2000,12,Tuesday,3,work
2001-05-09 03:37:00,2001,5,Wednesday,3,work
2001-04-05 05:34:00,2001,4,Thursday,5,work
2000-12-01 01:46:00,2000,12,Friday,1,work
2000-11-16 03:59:00,2000,11,Thursday,3,work
2001-05-04 05:18:00,2001,5,Friday,5,work
2001-04-26 00:30:00,2001,4,Thursday,0,work
2000-12-18 16:09:00,2000,12,Monday,16,work
2000-10-30 23:27:00,2000,10,Monday,23,work
2000-12-12 02:01:00,2000,12,Tuesday,2,work
2000-11-08 02:10:00,2000,11,Wednesday,2,work
2001-02-20 04:11:00,2001,2,Tuesday,4,work
2001-02-23 01:52:00,2001,2,Friday,1,work
2000-11-14 07:42:00,2000,11,Tuesday,7,work
2001-02-21 06:15:00,2001,2,Wednesday,6,work
2001-02-12 02:29:00,2001,2,Monday,2,work
2001-05-09 03:59:00,2001,5,Wednesday,3,work
2001-03-19 05:34:00,2001,3,Monday,5,work
2001-02-05 05:59:00,2001,2,Monday,5,work
2001-03-28 23:09:00,2001,3,Wednesday,23,work
2001-02-13 04:37:00,2001,2,Tuesday,4,work
2000-12-11 08:48:00,2000,12,Monday,8,work
2000-11-10 02:09:00,2000,11,Friday,2,work
2001-03-12 01:14:00,2001,3,Monday,1,work
2001-04-05 00:21:00,2001,4,Thursday,0,work
2001-04-16 03:12:00,2001,4,Monday,3,work
2000-12-13 21:05:00,2000,12,Wednesday,21,spam
2000-11-27 06:35:00,2000,11,Monday,6,work
2000-10-23 06:31:00,2000,10,Monday,6,work
2001-04-06 00:16:00,2001,4,Friday,0,work
2000-12-12 22:01:00,2000,12,Tuesday,22,work
2001-03-01 02:53:00,2001,3,Thursday,2,work
2000-12-07 02:37:00,2000,12,Thursday,2,notification
2001-03-20 02:50:00,2001,3,Tuesday,2,work
2000-10-30 23:29:00,2000,10,Monday,23,work
2001-04-27 06:14:00,2001,4,Friday,6,work
2001-01-10 02:06:00,2001,1,Wednesday,2,work
2001-02-20 03:26:00,2001,2,Tuesday,3,work
2000-11-22 04:23:00,2000,11,Wednesday,4,work
2000-12-11 03:32:00,2000,12,Monday,3,work
2001-01-17 09:28:00,2001,1,Wednesday,9,personal
2000-12-19 12:10:00,2000,12,Tuesday,12,work
2000-11-08 04:40:00,2000,11,Wednesday,4,work
2001-02-13 08:19:00,2001,2,Tuesday,8,work
2001-02-28 01:59:00,2001,2,Wednesday,1,work
2001-01-25 07:50:00,2001,1,Thursday,7,notification
2001-04-18 04:03:00,2001,4,Wednesday,4,work
2000-12-12 02:17:00,2000,12,Tuesday,2,work
2001-01-02 06:57:00,2001,1,Tuesday,6,work
2001-05-09 03:25:00,2001,5,Wednesday,3,work
2000-12-18 23:28:00,2000,12,Monday,23,personal
2000-12-12 02:24:00,2000,12,Tuesday,2,work
2001-01-11 04:46:00,2001,1,Thursday,4,work
2001-01-09 03:13:00,2001,1,Tuesday,3,personal
2001-04-27 06:41:00,2001,4,Friday,6,work
2000-12-11 05:55:00,2000,12,Monday,5,work
2000-11-01 04:06:00,2000,11,Wednesday,4,work
2001-05-14 10:47:00,2001,5,Monday,10,work
2001-04-27 06:42:00,2001,4,Friday,6,work
2000-10-31 05:16:00,2000,10,Tuesday,5,work
2000-12-17 23:54:00,2000,12,Sunday,23,work
2000-11-28 09:50:00,2000,11,Tuesday,9,work
2000-10-30 06:21:00,2000,10,Monday,6,work
2001-01-31 23:35:00,2001,1,Wednesday,23,work
2000-11-16 12:12:00,2000,11,Thursday,12,work
2000-12-13 03:16:00,2000,12,Wednesday,3,work
2001-02-20 04:46:00,2001,2,Tuesday,4,work
2001-03-19 23:44:00,2001,3,Monday,23,work
2001-04-05 05:46:00,2001,4,Thursday,5,work
2001-04-17 06:50:00,2001,4,Tuesday,6,work
2001-02-22 05:53:00,2001,2,Thursday,5,work
2001-03-20 00:20:00,2001,3,Tuesday,0,work
2001-04-30 04:32:00,2001,4,Monday,4,work
2001-04-12 03:38:00,2001,4,Thursday,3,work
2001-01-08 04:21:00,2001,1,Monday,4,work
2000-12-08 02:54:00,2000,12,Friday,2,work
2000-12-13 18:32:00,2000,12,Wednesday,18,work
2001-01-09 02:17:00,2001,1,Tuesday,2,work
2001-03-15 06:23:00,2001,3,Thursday,6,work
2001-01-24 06:25:00,2001,1,Wednesday,6,work
2001-03-19 23:51:00,2001,3,Monday,23,work
2000-12-18 05:25:00,2000,12,Monday,5,work
2001-05-14 02:02:00,2001,5,Monday,2,work
2001-04-24 08:31:00,2001,4,Tuesday,8,work
2001-01-23 01:29:00,2001,1,Tuesday,1,personal
2000-10-24 03:23:00,2000,10,Tuesday,3,personal
2001-02-12 02:24:00,2001,2,Monday,2,work
2001-04-20 03:23:00,2001,4,Friday,3,work
2000-11-15 02:34:00,2000,11,Wednesday,2,work
2001-02-02 02:12:00,2001,2,Friday,2,work
2001-05-14 06:03:00,2001,5,Monday,6,work
2000-11-15 03:28:00,2000,11,Wednesday,3,work
2000-12-18 00:42:00,2000,12,Monday,0,personal
2001-03-14 07:06:00,2001,3,Wednesday,7,work
2000-11-13 10:46:00,2000,11,Monday,10,work
2001-02-21 03:09:00,2001,2,Wednesday,3,work
2001-01-11 02:03:00,2001,1,Thursday,2,work
2000-11-30 00:09:00,2000,11,Thursday,0,notification
2001-05-03 02:44:00,2001,5,Thursday,2,work
2001-04-17 06:25:00,2001,4,Tuesday,6,work
2000-11-13 08:00:00,2000,11,Monday,8,work
2001-05-04 04:39:00,2001,5,Friday,4,work
2001-01-10 00:05:00,2001,1,Wednesday,0,work
2001-04-06 03:59:00,2001,4,Friday,3,personal
2001-04-20 05:53:00,2001,4,Friday,5,work
2000-12-18 05:37:00,2000,12,Monday,5,work
2001-03-05 04:44:00,2001,3,Monday,4,work
2001-05-01 03:48:00,2001,5,Tuesday,3,personal
2000-10-26 01:03:00,2000,10,Thursday,1,work
2000-11-07 00:30:00,2000,11,Tuesday,0,work
2001-02-20 02:23:00,2001,2,Tuesday,2,work
2001-04-26 06:36:00,2001,4,Thursday,6,work
2001-01-23 01:44:00,2001,1,Tuesday,1,work
2000-11-16 23:33:00,2000,11,Thursday,23,work
2001-04-20 04:22:00,2001,4,Friday,4,work
2001-04-02 05:56:00,2001,4,Monday,5,work
2001-01-23 02:05:00,2001,1,Tuesday,2,work
2001-02-21 05:48:00,2001,2,Wednesday,5,work
2000-10-31 02:34:00,2000,10,Tuesday,2,work
2000-11-15 04:43:00,2000,11,Wednesday,4,work
2001-05-07 05:07:00,2001,5,Monday,5,personal
2001-05-14 00:01:00,2001,5,Monday,0,work
2001-04-16 03:42:00,2001,4,Monday,3,work
2001-03-16 02:07:00,2001,3,Friday,2,personal
2001-05-01 00:10:00,2001,5,Tuesday,0,work
2001-01-23 01:51:00,2001,1,Tuesday,1,work
2000-11-27 04:58:00,2000,11,Monday,4,work
2001-04-03 01:09:00,2001,4,Tuesday,1,work
2001-03-29 02:35:00,2001,3,Thursday,2,work
2001-03-07 06:00:00,2001,3,Wednesday,6,work
2001-01-10 02:33:00,2001,1,Wednesday,2,work
2001-05-02 03:57:00,2001,5,Wednesday,3,work
2000-10-25 09:10:00,2000,10,Wednesday,9,work
2001-02-21 05:25:00,2001,2,Wednesday,5,work
2001-01-07 23:16:00,2001,1,Sunday,23,work
2001-02-12 23:51:00,2001,2,Monday,23,personal
2001-04-18 07:14:00,2001,4,Wednesday,7,work
2001-04-20 03:15:00,2001,4,Friday,3,work
2001-03-27 07:24:00,2001,3,Tuesday,7,work
2001-01-23 02:13:00,2001,1,Tuesday,2,personal
2001-05-11 06:27:00,2001,5,Friday,6,work
2001-04-12 00:11:00,2001,4,Thursday,0,work
2001-04-17 03:28:00,2001,4,Tuesday,3,work
2001-04-23 04:51:00,2001,4,Monday,4,work
2000-10-25 07:08:00,2000,10,Wednesday,7,work
2001-04-04 03:14:00,2001,4,Wednesday,3,work
2001-05-07 07:59:00,2001,5,Monday,7,work
2001-02-21 05:44:00,2001,2,Wednesday,5,work
2001-02-20 06:25:00,2001,2,Tuesday,6,work
2001-02-01 06:59:00,2001,2,Thursday,6,work
2001-02-21 04:12:00,2001,2,Wednesday,4,work
2001-02-01 02:53:00,2001,2,Thursday,2,work
2001-05-03 02:11:00,2001,5,Thursday,2,work
2001-03-01 03:44:00,2001,3,Thursday,3,work
2001-05-01 04:08:00,2001,5,Tuesday,4,work
2001-04-06 00:12:00,2001,4,Friday,0,work
2000-11-21 03:22:00,2000,11,Tuesday,3,work
2001-01-17 01:48:00,2001,1,Wednesday,1,work
2001-04-23 03:13:00,2001,4,Monday,3,work
2000-11-08 02:32:00,2000,11,Wednesday,2,work
2001-05-01 02:55:00,2001,5,Tuesday,2,work
2001-11-21 10:36:33,2001,11,Wednesday,10,work
2001-12-28 16:40:29,2001,12,Friday,16,spam
2001-12-27 07:37:45,2001,12,Thursday,7,work
2001-11-20 18:18:04,2001,11,Tuesday,18,work
2001-12-27 23:41:59,2001,12,Thursday,23,work
2001-11-26 07:26:42,2001,11,Monday,7,work
2001-12-30 06:58:20,2001,12,Sunday,6,personal
2001-10-26 14:26:11,2001,10,Friday,14,work
2001-12-31 16:48:41,2001,12,Monday,16,work
2001-12-25 10:50:23,2001,12,Tuesday,10,work
2001-11-26 07:52:52,2001,11,Monday,7,personal
2001-11-09 06:32:39,2001,11,Friday,6,work
2001-10-28 14:52:23,2001,10,Sunday,14,work
2001-10-02 03:47:26,2001,10,Tuesday,3,work
2001-12-26 18:35:35,2001,12,Wednesday,18,work
2001-12-31 04:10:27,2001,12,Monday,4,personal
2001-12-23 05:36:46,2001,12,Sunday,5,work
2001-12-29 03:15:49,2001,12,Saturday,3,work
2001-10-26 16:03:07,2001,10,Friday,16,work
2001-12-24 07:31:09,2001,12,Monday,7,work
